Stamp,Tweet,Label
1.49374E+18,"OK! It's @dfat estimates day, once again. I'll tweet excerpts. @dfat has been brought forward by a day because Marise Payne will shortly fly to Europe for a series of meetings. Some details of that trip (Munich, Paris, Prague) here 1/ https://t.co/yppBvIuK3O",
1.49374E+18,"HOY: La Duma rusa pide a Putin reconocer las repúblicas de Donetsk y Lugansk 🤗👍🤗\nLos diputados ucranianos lo calificaron como ""un nuevo intento de destruir el orden mundial basado en la Carta de la ONU"". 🙃👎🙃\nhttps://t.co/3JosVLiQAR",
1.49374E+18,looked up where Ukraine is on Google maps and oof yeah that's a problem,
1.49374E+18,Putin uses every presser with western leaders to troll us all. For the love of god can we please stop rushing to Moscow to hand him propaganda wins? https://t.co/GN1U50T3na,
1.49374E+18,Having watched the Putin-Scholz presser in its entirety I see no cause for optimism. NATO issue still front and center. Putin demanding an answer immediately. And calling what’s happening in the Donbas “genocide.” Does not bode well.,
1.49374E+18,@WGNNews Putin is laughing at Biden now lmao,
1.49374E+18,"Carlos Bolsonaro e Tercio Arnaud (chefe do gabinete do ódio) estão na Rússia.\n\nBolsonaro vai entregar o país inteiro se precisar, em troca de apoio hacker da Rússia nas eleições de 2022.\n\nÉ essa a ""coisa que vai nos salvar"" a que ele se referia?",
1.49374E+18,"Anfrage an Sender Jerewan: „Stimmt es, dass #Putin heute das Kriegsrecht verhängt hat und regierungskritischen Demonstranten damit droht ihre Bankkonten zu sperren?“ Antwort: „Im Prinzip schon, aber es war nicht Putin, sondern #Trudeau“\n#Priebshow \n#CanadaHasFallen",
1.49374E+18,"@anapaul84906018 @o_antagonista Ninguém. Rússia, Emirados Árabes... Kkkkkkk pior que nem precisa ir mt longe...",
1.49374E+18,@BeethovensSide1 @SaraCarterDC The filing also points out Sussmann’s “billing records reflect that the defendant repeatedly billed the Clinton Campaign for his work” on the Trump-Russia bank allegations. All lies.,
1.49374E+18,Russia: We aren’t going to invade Ukraine. \n\nUkraine: Russia isn’t going to invade.\n\nMedia: WAR IS IMMINENT arm Ukraine and get them fighting.,
1.49374E+18,#The List Gets Longer: All The Ways Hillary  https://t.co/W9WkgJFwxy via @dailycaller,
1.49374E+18,"Has Putin finished making an idiot of Schmo “Ukraine is Falling” Biden administration or will these anal-bead clutching, panty wastes further humiliate themselves tomorrow…the world wonders…",
1.49374E+18,@ZssBecker WW3? Ukraine and Russia already asked Bozo loser Biden for proof of why they keep saying war...It's only Liberal scum who love war and death and being in everyone's biz that spread this fud. LMAO. U joker,
1.49374E+18,Ukraine says only it and NATO should determine membership https://t.co/orQS5VGR9j https://t.co/7rflX01QPA,
1.49374E+18,"Cosa sono gli accordi di Minsk, il protocollo sulla crisi e la guerra Russia-Ucraina sul Donbass https://t.co/P0eT1ZScHu",
1.49374E+18,A Rússia não ia aguentar 🤣🤣🤣🤣🤣 https://t.co/ewkj29OksC,
1.49374E+18,this might be insensitive to say but amid all the ukraine stuff can someone please make sure they get the AN225 far away thanks,
1.49374E+18,"U.S. Republicans offer Russia sanctions bill, after bipartisan talks stall https://t.co/yfUtpl84HY",
1.49374E+18,Putin without his makeup. https://t.co/oBt1iVlIxu,
1.49374E+18,@willaxtv Que cierren todo y que venga Putín.,
1.49374E+18,Dude I heard this guy on fucking MSNBC yesterday who is like “Where are all the antiwar protesters to protest the war in Ukraine? you know like how they all did for the Iraq war? He goes “I know it’s not the same but. “ Yeah it’s not the same because it’s not the same asshole.,
1.49374E+18,"@Atenas02272705 Todo puede suceder. Y en Rusia debe buscar inversores, el tema que Putin lo tenga en cuenta, por la forma de actuar y dichos nefastos de Bolsonaro.",
1.49374E+18,"Biden e o mundo ocidental agradecendo Bolsonaro por ter convencido Putin a desistir da invasão, talkey ?!?",
1.49374E+18,.@UN_HRC reopens on Feb. 28.\nMembers:\n🇨🇳 China—1M muslims in camps\n🇨🇺 Cuba—tyranny\n🇪🇷 Eritrea—slave labor\n🇱🇾 Libya—tortures migrants\n🇲🇷 Mauritania—slavery\n🇵🇰 Pakistan—hosts terrorists \n🇷🇺 Russia—poisons dissidents\n🇸🇴 Somalia—female genital mutilation\n🇻🇪 Venezuela—state collapse,
1.49374E+18,"On my call today with Russian Foreign Minister Lavrov, I reiterated our commitment to seek a diplomatic solution to the crisis Moscow precipitated. I re-emphasized our unwavering support for Ukraine.",
1.49374E+18,.@TulsiGabbard went on to say Biden can stop this by saying Ukraine won't join NATO... https://t.co/8mwjB7xmN1,
1.49374E+18,🌺 ᵍᵒᵒᵈ ᵐᵒʳᐢⁱᐢᵍ ⛅\n\n『 えっ？\n　　まだ水曜日…？⁽˙⁸˙⁾₍.₈.₎💦 』\n\n🍀*.ﾟ\n#おはララ #XIV_PICTCLIP\n#しあロゴ #GPOSERS 💗 https://t.co/G8W8BCmf5n,
1.49374E+18,"Ukraine, Sandy Hook, Mars: Your Tuesday Evening Briefing – The New York Times\n\nChronLaw Consumer Law News\nat https://t.co/PC9t7MBtXA\n\n#ConsumerLaw #news #law #attorney #lawyer",
1.49374E+18,URGENTE: O verdadeiro motivo que fez com que Putin desistiu de invadir a Ucrânia. https://t.co/yHYRqTtiWb,
1.49374E+18,"Mais ditador que Maduro? Putin está no poder há mais de 20 anos. Dezenas de partidos foram extintos. Não há eleição para governador na Rússia. Segundo seu último presidente, Mikhail Gorbachev, o país ainda está na metade do caminho para uma Democracia.",
1.49374E+18,"Bolsonaro ameaçou Putin; que se ele não parasse a guerra, iria mandar toda a quadrilha do PT para lá. \nO Putin RECUOU NA HORA!!\nMito!! 😎😂😂😂😂 https://t.co/CKqxasj0Vz",
1.49374E+18,"Putin in 2021 WEF speech\n\n""There is a possibility that we may experience an actual collapse of global development that might result in a fight for all against all. The warring party will attempt to tackle the escalated tensions by searching for internal and external enemies."" https://t.co/7tNxMzzNd2",
1.49374E+18,"FACT – The land border of Russia is over 20,000km long. Of that less than one-sixteenth is shared with @NATO members. #NATO is a defensive alliance. #WeAreNATO https://t.co/FKUVcCACF3",
1.49374E+18,I am SHOCKED to have to inform you that Nigel Farage agrees with Vladimir Putin.\n\n‘I’ve thought for 30 years that the Nato policy of expanding ever eastwards was a huge strategic error’ https://t.co/phN1bOMsxe,
1.49374E+18,Bolsonaro esbanjando felicidade pois conseguiu selar a paz!! Mito!!!🙏😇🙏\nO presentinho para  Putin!!!#BolsonaroEvitouAGuerra https://t.co/8bYIaopJwD,
1.49374E+18,"czuje lekki stres zwiazany z tym prawdopodobnym atakiem na ukraine, mimo tego ze wiem ze rosja nie ma psychy nas tknac bo nato ich dojedzie, a ja nie mieszkam blisko granicy, to i tak czuje sie zagrozona i nie moge spac przez to",
1.49374E+18,"Newsmax floats that Ukraine crisis is a distraction from ""Hillary-Gate"" https://t.co/suYRwL1inw",
1.49374E+18,#Hillarygate     Trump Russia............ https://t.co/BkTdazDLpI,
1.49374E+18,So subtil-deutlich kann man ein Signal senden: erste Frage bei der Pk Scholz-Putin geht an die Kollegin @MKuefner von… der Deutschen Welle. \nWell played.,
1.49374E+18,"E o CARLUXO,foi representando os VEREADORES do RIO DE JANEIRO na RÚSSIA??????",
1.49374E+18,"How did the Biden White House arrive at this figure of 150,000 Russian troops near the Ukraine border? Why is it certain of that figure but unable to verify whether Russia has withdrawn any of its forces?",
1.49374E+18,"@harrisonjaime They don't want America to succeed. They don't care about our republic. They don't care if our Democracy fails. They care about: POWER, CONTROL, GREED, and RUSSIA. Not AMERICA.",
1.49374E+18,The dumpster was installed by Putin and did not legitimately win the 2016 election and anyone who tells you otherwise is a liar! https://t.co/HNDNaVIkNu,
1.49374E+18,Americans in Ukraine need and deserve more than a “1-800 number” from the State Department. https://t.co/srZwslFXes,
1.49374E+18,Vicious attack on the poor kid.\n🤣🥰🤣🥰🤣🥰🤣🥰🤣🥰🤣 https://t.co/9bU9Gn2Wld,
1.49374E+18,"@hakosbaelz Shit then I need watch the vod later in the morning, but I wish u very luck to beat the doll and fauna very fun by helping u don't get a heart attack u can do it I believe in you 💪💚❤️",
1.49374E+18,@ChrisRConrad @LouisB_Gray @LeeCamp I don't have to be psychic to realise you haven't got basic knowledge of the region or its conflicts. Your comments say as much. All you have is childish jibes and say insults. Putin isn't going to invade so I must love Putin Such a dumb assumption. I know Boris is a liar,
1.49374E+18,@TrendingLiberal 7-8 At this moment.  \n\nIf he doesn't replace Garland with someone willing to charge those involved in the J6 attack.. IE the politicians who pushed the lie.. Then my support will drop to 3-4.  \n\nCharge senators and ensure we stay out of another 20yr protracted war 9-10.,
1.49374E+18,Ukraine: Vladimir Putin says ''of course we don't want war' as conflicting reports claim he has withdrawn troops from border #SmartNews MR PUTIN MANUFACTURED CRISIS &amp; IS ACTING NATO:  RUSSIAN “FIELD HOSPITALS” SHOW WAR-INTENTION : MR PUTIN CAN STOP IT-  https://t.co/cvp46b78IB,
1.49374E+18,"Em vez de se discutir com seriedade as implicações da visita à Rússia, os prós e contras, a militância prefere ficar divulgando memes brifados. A postura não é menos imbecilizante do que a de jornalistas e fact checkers que levam os memes a sério. É a pasteurização da política. https://t.co/IoHIfmQzyc",
1.49374E+18,"Bolsonaro levou a paz para a europa. Ao chegar na Rússia, russos e ucranianos viram que existe coisa pior no mundo e decidiram parar de brigar.",
1.49374E+18,@TinkerSec Ask @elkentaro also look up the apple attack using this they had to patch,
1.49374E+18,"@atrupar The NYT covered it quite thoroughly, debunk all the right""s claims about it.\n\nhttps://t.co/L9iiJLt9mb",
1.49374E+18,But #Putin also called #Donbas a genocide. How can Putin stand by and watch a #genocide of ethnic #Russians (his frame not mine)? That quip from Putin scared me.: @McFaul 3/5 \n\n#Diplomacy140 #RussiaUkraineCrisis #Ukraine #RussianAggression #Luhansk #Donetsk #Russia,
1.49374E+18,"Secondo l'intelligence USA la via più probabile della Russia, in caso di invasione, è una rapida conquista di Kiyv in 24-36 ore, iniziando con la guerra elettronica ed il bombardamento aereo delle infrastrutture critiche ucraine, centri di comando e controllo, e depositi di armi.",
1.49374E+18,https://t.co/Kx2bToKAJC,
1.49374E+18,President Biden remarks on Ukraine – LIVE on C-SPAN https://t.co/3Bm3FHlRPu https://t.co/1bcPnmGeib,
1.49374E+18,"@kuzmlive @Ramon_Madrid85 Bueno, eso teniendo en cuenta, que ""la webcam"" ni siquiera es de Kharkov, que es de МАЛАЯ ДАНИЛОВКА  (Russia), pero lo dan por válido...",
1.49374E+18,Why Ukraine would be a terrible place to try to stage an insurgency. https://t.co/IUDtEWyjih via @slate,
1.49374E+18,"The war in Ukraine is a distraction from the real war, which is taking place right in your backyard.",
1.49374E+18,Biden says US ready to give 'diplomacy every chance to succeed' in defusing Russia-Ukraine crisis\n\nhttps://t.co/qHa12bhsBk,
1.49374E+18,"Good question. Seems to me charade of athletes competing for ROC is made clear by the continued doping that got ""Russia"" barred and Sha'Carri deserves an answer. https://t.co/QqbOnthKkj",
1.49374E+18,"They will hate you for being different!\n\nThey will try to force you to fit in. \n\nThey will attack your cos of an inherited hate. \n\nIn all, don’t fret. Be you. Have a mind of your own. Be your own boss. \n\nConviction over Convenience. ✌️",
1.49374E+18,Joe Biden: Can you talk about America’s Southern Border and Crime in Democratic Cities before you talk about Ukraine?,
1.49374E+18,"1/Facing 15 ADDITIONAL years in prison on trumped up charges, @navalny is as determined as ever:\n ""I’m telling you now, employees of the Anti-Corruption Fight Fund, continue to publish facts. Find where Putin, his circle, relatives, put the stolen money..\nhttps://t.co/p43OIVXHvl",
1.49374E+18,"@DionisCenusa @RALee85 So Putin feels good about himself, fine......",
1.49374E+18,Russia does not want war and Ukraine does not want war but our administration desperately needs it to take your eyes off their evil being exposed! Don’t let them send your children to die for no reason!! https://t.co/J9EjwvHjo0,
1.49374E+18,"Everything's not black &amp; white.\nUntil it is.\nIt's the same Russia that ran a state-sponsored, performance-enhancing drug op at the 2014 Olympics, causing the IOC to ban it from 3 Games, including the current one \nThey are doping children!\n#FreshVoicesRise \nhttps://t.co/OUjaHMXddq",
1.49374E+18,"👋 ПРИВЕТСТВУЮ! 🔥 Присоединяйтесь и зарабатывайте #NFT , #Биткоин , #Эфириум , #криптовалюта ! 💰 Великая миссия и безграничный потенциал! 💖 Желаю всем здоровья, счастья и благополучия! 🔥 Моё слово крепко! 🔥 Да будет так! #NFTCommunity #nftart #Russia #Ukraine",
1.49374E+18,"@LUIZPATRIOTA39 @direitasiqueira Exatamente! Também observei isto. Que bom que o Nosso Presidente esta se protegendo lá na Russia, tendo bons modos, respeitando as determinacoes legais. Poderia ficar por lá mais tempo. Aprendendo viver no comunismo.",
1.49374E+18,"dictate if others could become members. He sent troupes under the guise of ""War Games"". Near Ukraine? He's put himself in a position to put up or shut up. His arrogance and greed won't allow backing quietly down then going home.",
1.49374E+18,Ah si cuando attack on titan iba de titanes y no del conflicto moral de la guerra,
1.49374E+18,[ 🇷🇺 RUSSIE | 🇺🇦 UKRAINE ]\n\n🔸 Le chef de l'OTAN a noté «aucun signe de désescalade sur le terrain» tout en indiquant que les préparatifs sont «toujours en cours» et appelle à le «prudence» concernant un possible apaisement des tensions aux frontières ukrainiennes. https://t.co/rpWjAAlBqT,
1.49374E+18,LOL  wonder if putin is on twitface? He would love this! https://t.co/FENIWeHDjd,
1.49374E+18,"Putin says, "" He doesn't want War"". Yet he's amassed over 150,000 troupes around Ukraine on almost all sides. Demanding Ukraine be blocked from membership into NATO. Jealousy? As USSRs now Russia's actions prove that they should never be invited. However they have no right to https://t.co/xgzr8vDr6n",
1.49374E+18,"Amanda também cai em ‘piada’ sobre Bolsonaro na Rússia, é avisada ao vivo, mas insiste em passar vergonha. 🤣 🤣 🤣\n\n#BolsonaroEvitouAGuerra https://t.co/QUEPeEsVDH",
1.49374E+18,Russia be after getting Ukraine back like Kanye want Kim back #RussiaUkraineCrisis #KimKardashian #KanyeWest #UkraineInvasion,
1.49374E+18,"Another day, another attack by the religion of peace in the land of the pure. https://t.co/cQWbNJMyqx",
1.49374E+18,"@Sal_LaBarbera It sure seems the US is pushing for war that Ukraine and Russia didn’t want, and he’s pushing Putin’s buttons to goad him into starting one.",
1.49374E+18,Ano ang papel ng Pilipinas sa gulo ng Russia at Ukraine? * 21 Minutos Mas o Menos** Balita at Talakayan** Sa Totoo Lang** 16 February 2022 FACEBOOK https://t.co/6AfDejn5bu YOUTUBE   https://t.co/rHbYtGdV9p via @YouTube https://t.co/dN9Vy7YMce,
1.49374E+18,"11) Dear SSI—Your report suggests up to 2/3 are because of COVID (since causes other than COVID is 1/3). The 2/3 is seen in 🇬🇧 too &amp; consistent. Also, when hospitalizations surge, many heart attack &amp; other mortality known to increase too—indirect spillover\nhttps://t.co/DSEQyql5ry https://t.co/V1IqEy3sPW",
1.49374E+18,BOLSONARO NA RÚSSIA - RESPOSTA DO TSE ÀS FORÇAS ARMADAS -  E DEMAIS ASSUNTOS https://t.co/FMNAYTKOEi,
1.49374E+18,#donbas #lugansk #dnr #lnr #ukraine #russia #osint https://t.co/tuGPMd2wsV,
1.49374E+18,"Biden pledges ‘full force’ to defend Americans, NATO allies with Ukraine under Russian threat https://t.co/03KMWnJbGV",
1.49374E+18,Renowned Mexican scientist pleads guilty in Miami to being an agent for Russia  https://t.co/krWhQpCNed,
1.49374E+18,"A salute to all the courageous jawans who lost their lives in the PULWAMA ATTACK.\n14th Feb 2019\n\nSalute to all the Soldiers...🙏\n\nNever forget , Never forgive💐❤️\nNaman🙏\n\nJai Hind🙏\n\n#BlackDay #PulwamaAttack #पुलवामा_शहीद_दिवस #BlackDayForIndia #BlackDayofIndia https://t.co/qYf9bmoaqC",
1.49374E+18,"""Ninguém resiste a uma lata de leite condensado"", por Vladimir Putin. 😂🤣🤣🤣🤣🤣🤣 https://t.co/hw5E3QkPwe",
1.49374E+18,"COVID policies, masks, abortion procedures, border and crime policy, racial/social justice narratives, gender ideology, Trump/Russia, the effectiveness of socialism. The left wing beliefs about these things are  based on literal lies.",
1.49374E+18,Everyone is predicting war between Russia and Ukraine except Russia and Ukraine,PN
1.49374E+18,@WSJopinion https://t.co/tcLo59k7gH,
1.49374E+18,This message approved by Putin. https://t.co/63XMM08B7G,
1.49374E+18,@RonFilipkowski Let's see if we can get Mike Lindell and his crew working directly for Putin.,
1.49374E+18,"Where is the mainstream media’s coverage of Durham?\n \nThey pushed baseless disinformation on the Russia collusion hoax for years, and now refuse to cover these important revelations.",
1.49374E+18,@ccowboy723 Russia or Ukraine.  Make up your mind which scandal we have to follow.,
1.49374E+18,@POTUS Any thoughts on the American border’s integrity ? Or just Ukraine’s,
1.49374E+18,"@KHerriage @DonaldJTrumpJr 5. Had to be praised every 5 minutes\n\n6. Lied over 30,000 in 4 years\n\n7. Kissed Putin's behind in Helsinki  in front of the world.\n\n8. Got impeached twice in 1-term :)\n\n9. Ask for dirt on his opponent, twice\n\n10. Tried everything he could to steal our election.",
1.49374E+18,I try to ask fellow leftists on a frequent basis WWGCD? What Would George Carlin Do? Cancel Joe Rogan? Invade Ukraine? Invoke martial law against civil disobedience? I don't just say we can do better; I know it because we have. Wake up flower children. This is not who we are. https://t.co/t1EJ12bLyK,
1.49374E+18,Is this administration really trying to now take credit for a diplomatic solution in Ukraine when Russia has clearly stated they are conducting military defense exercises and not going to invade. Pathetic! https://t.co/cwmGE4Lo9Z,
1.49374E+18,"On top of that, President Bolsonaro’s son, Carluxo, is spreading a video on social media of Putin speaking with false subtitles making it seem that Mr Putin is singing Bolsonaro’s praises for stopping the conflict.\n\nBest wishes, \n@GadoDecider \n\nhttps://t.co/Yq6H1KePih",
1.49374E+18,"Alam mo, jusq, hindi attack dog si KLDG. Hindi siya papasok sa bahay ng iba tas expect mo eh makikipagbardagulan nang malala. \n\nIsa pa, halata na si Marcos lang alam mong problema ng Pinas. Isa siya, pero I can think of many more na binanggit ni KLDG. \n\nJusq naman, kas. https://t.co/w8vsPLuXg4",
1.49374E+18,Strategic Partnership in actions - we are grateful to the United States for providing substantial financial support of $ 1 billion and $ 3 billion available for projects in Ukraine. Thank you @POTUS for the quick decision and concrete results after our conversation! 🇺🇦 🤝 🇺🇸,
1.49374E+18,"@RealZaneBrown @TeslaAndDoge So the last time Putin invaded Ukraine and took their land, was that just Putin toying with future biden also?",UC
1.49374E+18,Parlamento ruso insta a Putin a reconocer independencia de las regiones separatistas de Ucrania | #Internacionales | \n\nhttps://t.co/8BWt42E1Cy,
1.49374E+18,"Soviet anti-tank crew hardening exercises. These exercises taught the crew to hide in their foxhole and keep calm as enemy tanks passed by them, then emerge and attack them from the rear. #tanks #history #WW2 https://t.co/RLAmQg9ODz",
1.49374E+18,"@MaxBoot President Biden is kind of busy right now trying to halt Putin's hostile takeover of eastern Europe. Let's stay focused, shall we?",
1.49374E+18,"Clinton campaign paid to 'infiltrate' Trump Tower, White House servers to link Trump to Russia, Durham finds\n\nhttps://t.co/Oib7PSDzaK",
1.49374E+18,@MrZackMorris Can’t wait for the Zack attack on the bitch asses,
1.49374E+18,I hope @POTUS has canceled #Trump security clearance! #45 @WHCOS and are monitoring his calls w #Putin and #NorthKorean .,
1.49374E+18,"https://t.co/tDeW0gTutO https://t.co/P3ahqeJjZb As Russia Welcomes Talks, Biden Warns Invasion Is Our Hashtag #FWN #freeworldnews #today",
1.49374E+18,RFH 57 Raritan 23 @juliacorsentino led a balanced 🐶 attack as 13 players scored for RFH. Megan Casey led the 🚀s with 9 in this A Central contest.  RFH hosts Ranney Thursday at 5PM in a double header at the 🐶 👊🏻…\n@danny_logiudice @BrianDeakyne @shoresportsman @TinyGreenNBS,
1.49374E+18,"Putin is playing chess, Biden is playing checkers...(tgj) https://t.co/HgJZy0vlDy",
1.49374E+18,"The same people who screeched “Russia collusion” are the same people dead silent on the most recent discovery of the Clinton campaign’s crimes. \n\nIf only the media reported the truth, instead of their narratives.",
1.49374E+18,"“To the citizens of Russia, you are not our enemy,” President Biden says in formal remarks on Ukraine crisis.",
1.49374E+18,"Humor hat er ja, der @OlafScholz. #Putin #Amtszeit #Scholz #Russland \n\n https://t.co/KmCvczo01x",
1.49374E+18,"Exclusive: FBI and DHS warn U.S. officials of possible Russian cyberattacks linked to invasion of Ukraine= This clown has what is known as the ""little man complex""!",
1.49374E+18,"@H9Anne @MikePerryavatar Does it bother me? I guess not. It came in a mortar attack in 1968, so I have little to compare to, really. And I live on the far fringes of society. I'm moving slowly. It's mostly OK if I miss a little.",
1.49374E+18,Batendo boca com painho pq do nada ele veio c uma história que a Rússia é comunista e Valmir Putin tem uma fortuna de mais de 600 bilhões de dólares.\nVou terminar é cortando o aceso a internet dele.,
1.49374E+18,@POTUS They have already attacked Ukraine. Are you forgetting 2014?,
1.49374E+18,Les shebab islamistes de Somalie mènent des attaques réelles cette nuit à Mogadiscio mais ça intéressera moins que les risques d'attaques de la Russie en Ukraine.,
1.49374E+18,#Hillarygate     Trump Russia............ https://t.co/lmSwHflRab,
1.49374E+18,@simon_ekpa @UN Who is your leader ? Continue deceiving your self and some fools fellowing you we are waiting for your last attack to MNK fools who came to destroy IPOB which they know that’s impossible you and nelly etc will answer questions.,
1.49374E+18,"@TiberiusScitus @JTMPAGOP @jsolomonReports Durham alleged that a tech executive used his privileged access to Internet data — specifically, domain name system (DNS) traffic between servers — to mine contacts between Russia and facilities connected to Donald Trump.",
1.49374E+18,Russian attack on Ukraine still possible - Biden https://t.co/kDIdJTPwtq,
1.49374E+18,You can’t teach STUPID .\nBiden pledges he won't 'send American servicemen to fight in Ukraine'\n\nhttps://t.co/2bNoCaFRMN,
1.49374E+18,https://t.co/tDeW0gTutO https://t.co/Xse9pzEIg4 Biden: Ukraine invasion still ‘distinctly possible’ des Our Hashtag #FWN #freeworldnews #today,
1.49374E+18,"@KennyFarq Prediction: Scotland will provide better, pensions, energy bills, fuel prices, food prices a fairer Country with No Nuclear Weapons &amp; No threats of going to war whenever the USA finds another country to attack, once Independence is achieved, soon very soon. #ScottishIndependence",
1.49374E+18,"…read this. \n\nStop pretending Putin want something legitimate and it’s our job to provide it. His claims are manufactured and he’ll never be satisfied, only deterred. \n\nhttps://t.co/bofOqZNFOS",
1.49374E+18,"Islam is protected by 3 countries in the world today, Saudi Arabia, Turkey and Pakistan. Soon a time will come when 2 countries will fall, becoming a victim to the war against truth. https://t.co/QuqWHQMzPm\nRussia #UkraineInvasion Ukraine #hijab NATO #IndiaRacism Putin #Arab https://t.co/hSFCAEqSjX",
1.49374E+18,"Sources tell @KyivIndependent that Macron &amp; Scholz tried to push Zelensky to comply w/ Russia’s interpretation of Minsk II — to them this may seem like an easy way out of the crisis, but it betrays a complete lack of understanding of 🇺🇦 domestic politics. https://t.co/WK5FGnQdgw",
1.49374E+18,"@traderttt9 Think it was more mechanical vs any signaling effect. Guys reflexively rotated into safety trade (long bonds) late last week b/c of Ukraine. Since that's presume to be less likely - those hedges came off. \nThere are no real buyers yet (pensions, banks etc) until Fed clarity.",
1.49374E+18,"I’m sorry but we have no time, the entire Human population is in danger on their new home, we think the attack signal is being sent from here. (1-6)",
1.49374E+18,"Kremlin sözcüsü Peskov, CNN'e Putin'in Ukrayna görüşmelerine hazır olduğunu söyledi\n\nOlması gereken de budur\n\nolası işgal girişimi hem Rusya'nın,hem Ukrayna'nın hemde bölgenin yararına olmaz.\n\n@KremlinRussia",
1.49374E+18,@re_latab_le Yh they definitely shouldn’t attack her,
1.49374E+18,"@HouseGOP @RepMcCaul I add a possible twist, though. Biden: sagging poll #’s. No reason for Putin to amass and do nothing for so long. Biden needs to try to get a rally around the flag phenomenon to boost ratings. Thinking out loud.",
1.49374E+18,@laurinhabolada @claudioedantas Nem o armamento de grosso calibre o Putin aceitou. 🤣🤣🤣\n#BolsonaroEvitouAGuerra https://t.co/ofYxxK9b4M,
1.49374E+18,@devilashton94 Tzn takie obrazki XD ale nie zmienia to kwestii że jak mi ludzie walą co chwile „na Ukraine nie polske” jakby wiem i o to chodzi,
1.49374E+18,"This is Clione limacina, better known as the sea angel, hovering under the ice in the White Sea in Russia.\n\n#Nature holds so many wonders beyond our belief. Protect it in all its forms. \n\n#ActOnClimate #ClimateEmergency #biodiversity #nature #rewilding #BuildBackBetter https://t.co/neSL40oSOt",
1.49374E+18,"¿Cómo se sentirá Lacalle, después del mal trago, de ver a su guionista y amigo Bolsonaro en Rusia, dándole la mano a Putin?",
1.49374E+18,"Ich denke eher Putin hat erklärt was passiert, wenn er seine Lieferungen einstellt.https://t.co/0oFdA33CxS",
1.49374E+18,"@CB444618 Russia , Trump, Racism , Trump, Russia …",
1.49374E+18,"🐞""Attack on Beetle"",Insect swarm battle simulation game\nfor #NintendoSwitch🦋\n\n🎮Available now!🎮\n(US) https://t.co/le5rzxCle2\n(UK) https://t.co/t0uGmofQ9f\n\nLet's build the mightiest horde!\n\n#indiegame #indiedev https://t.co/Nr8YJ7Wuxq",
1.49374E+18,"Kinzinger slams pro-Putin Republicans, ""affection for authoritarianism"" https://t.co/drrDX2UNNF",
1.49374E+18,@BernieKram @OlgaNYC1211 @AaronParnas but then he would be annexing the $70 bln IMF debt that Ukraine owes and he would have to invest at least $300 bln to rebuild crumbling infrastructure. Ukraine is a blackhole.  Nothing there they need or want.,
1.49374E+18,"@colinelvy11 If it chooses to attack the unions over nurses defying their oppressive demand that they do not strike, I hope every union, every worker stiles in support of the nurses &amp; call to have the fair rights commission dismantled",
1.49374E+18,"My friend returned from Ukraine last night, not only aren't they afraid of Putin or an invasion he says, they aren't even afraid of COVID-19.",
1.49374E+18,プーチンさん「NATOがウクライナを受け入れへんという約束だけではあかん」\n\nhttps://t.co/wQ668YRllE,
1.49374E+18,"""Amid rising tensions between Ukrainian and Russian military forces, @elliptic , a blockchain analysis company, released a report claiming that $570,000 worth of cryptocurrency donations""\n\nhttps://t.co/EXh65cEe8f",
1.49374E+18,"У розпал російської підготовки до вторгнення, 2 лютого, Зеленський зареєстрував на себе три нові торгівельні марки. Зробив він це через ДП «Український інститут інтелектуальної власності».\nМарки «Розсміши Коміка», ТМ «KVARTAL 95», ТМ «Слуга Народу»–і російськомовну версію, «СН».",
1.49374E+18,The PM of Canada passed a decree today which allows him(without court orders)to(1)Declare martial law(2)Sieze personal bank accounts(3)Sieze private property(4)Sieze crypto currencies(5)Cancel your insurance(6)Banish dissent.\nWorst attack on democracy in the history of Canada. https://t.co/3wX7QqMwF7,
1.49374E+18,"La ""crisi"" è solo nella testa degli occidentali perchè è alimentata SOLO dai media. Vivo in Crimea dal 2017 e giro la Russia per lavoro. Come la vivono i Russi? Con estrema tranquillità. C'è tensione? Ma neanche mezza. https://t.co/9ncZgGmXez",
1.49374E+18,"@INechepurenko “I am not afraid of this court, of the penal colony, the F.S.B., of the prosecutors, chemical weapons, Putin and all others,” Navalny said in court. “I am not afraid because I believe it is humiliating and useless to be afraid of it all.” https://t.co/bGwIOhF82Y",
1.49374E+18,They’re gonna blame Russia as the reason why the country is going to shit looooool okay old man https://t.co/nqIErrl4jd,
1.49374E+18,@chiproytx @SenateGOP He just is looking for anything to shut down the government or do Putin’s bidding.,
1.49374E+18,@BpRobertReed @Ukraine @USCCB Thou shalt not worship idols,
1.49374E+18,Congratulations to the Biden administration for pushing the largest country in South America into Russia’s arms. Great work. https://t.co/2sBUiVqNjQ,
1.49374E+18,"@observadorpt E as sanções não foram severas o suficiente. Mais uma vez Santos Silva não teve coragem de aplicar de forma deverá, rígida e eficaz as sanções impostas á Rússia por Portugal",
1.49374E+18,"Iván Duque: ""Colombia rechaza cualquier amenaza belica contra Ucrania"".\n \nPutin: https://t.co/2r8DKRAShb",
1.49374E+18,@Reuters Pretentious Biden... Hopefully the Ukraine crisis is breathing life into his intensive care presidency,
